epoch,accuracy,loss
0,0.6382821798324585,0.016501301899552345
1,0.654721200466156,0.015250300988554955
2,0.6632048487663269,0.014640243723988533
3,0.6682671904563904,0.014218631200492382
4,0.6721519231796265,0.013900529593229294
5,0.6750240325927734,0.013625731691718102
6,0.6786335110664368,0.013333940878510475
7,0.6814302802085876,0.01308133639395237
8,0.6840476393699646,0.012785742059350014
9,0.686019241809845,0.01245556678622961
10,0.6894612908363342,0.012014034204185009
11,0.6918226480484009,0.011547927744686604
12,0.6954517364501953,0.010963575914502144
13,0.6990635395050049,0.01040271483361721
14,0.7034105658531189,0.009894683957099915
15,0.7080430388450623,0.009407907724380493
16,0.7136322259902954,0.008964953944087029
17,0.7188092470169067,0.008553225547075272
18,0.7239044308662415,0.008160898461937904
19,0.7290865182876587,0.007807883433997631
20,0.7343842387199402,0.0074971141293644905
21,0.7383710145950317,0.0072238207794725895
22,0.7428269386291504,0.006940003018826246
23,0.7472976446151733,0.006688556633889675
24,0.7507039308547974,0.006457909941673279
25,0.7547464370727539,0.0062488289549946785
26,0.7580941915512085,0.00606382405385375
27,0.7612094879150391,0.005894352216273546
28,0.7639720439910889,0.0057467748410999775
29,0.7673557996749878,0.0055877408012747765
30,0.7702491283416748,0.005453922785818577
31,0.7724118828773499,0.005340045318007469
32,0.7749903202056885,0.005216760560870171
33,0.7777237296104431,0.005115713458508253
34,0.7796847820281982,0.005000269040465355
35,0.7815073132514954,0.004913050215691328
36,0.7837845087051392,0.004827440250664949
37,0.7861706018447876,0.004731638357043266
38,0.7873557209968567,0.004664575681090355
39,0.7892535328865051,0.004594995174556971
40,0.7906871438026428,0.004532070364803076
41,0.7924457788467407,0.004450708627700806
42,0.7940252423286438,0.0043812962248921394
43,0.7952707409858704,0.0043470654636621475
44,0.7969009280204773,0.004286539275199175
45,0.7984554171562195,0.0042182947508990765
46,0.799180805683136,0.0041834102012217045
47,0.8004236221313477,0.00413312204182148
48,0.8018531203269958,0.004081240389496088
49,0.8026227355003357,0.004046441521495581
50,0.8040686845779419,0.003997446969151497
51,0.804875910282135,0.003958249930292368
52,0.805849015712738,0.003926582168787718
53,0.8068339228630066,0.003882627934217453
54,0.8077137470245361,0.003839906770735979
55,0.8086879253387451,0.0038105908315628767
56,0.8094684481620789,0.0037847920320928097
57,0.8103245496749878,0.0037409821525216103
58,0.8114126324653625,0.0037052850238978863
59,0.8122308850288391,0.0036726160906255245
60,0.8123005628585815,0.003659158246591687
61,0.813464879989624,0.0036254138685762882
62,0.814264714717865,0.003590460168197751
63,0.8151251077651978,0.0035644329618662596
64,0.8155214786529541,0.0035416027531027794
65,0.8162693381309509,0.003521078499034047
66,0.8169839978218079,0.003495781449601054
67,0.8173012733459473,0.0034742923453450203
68,0.8178620934486389,0.0034587800037115812
69,0.8185231685638428,0.0034285327419638634
70,0.8193845748901367,0.003403183538466692
71,0.8200038075447083,0.0033810369204729795
72,0.8204877376556396,0.0033626994118094444
73,0.8212597966194153,0.0033341331873089075
74,0.8214991092681885,0.0033234134316444397
75,0.8220405578613281,0.0033088233321905136
76,0.8223365545272827,0.003290788969025016
77,0.8227473497390747,0.0032721792813390493
78,0.8232528567314148,0.003248724387958646
79,0.8238024115562439,0.0032288064248859882
80,0.824413001537323,0.0032131352927535772
81,0.8247346878051758,0.0032038544304668903
82,0.8253321051597595,0.003183189546689391
83,0.8254001140594482,0.0031684229616075754
84,0.8263762593269348,0.0031508987303823233
85,0.826524019241333,0.003136629471555352
86,0.8271504640579224,0.0031161627266556025
87,0.8273280262947083,0.003112153382971883
88,0.8280502557754517,0.0030922365840524435
89,0.8279937505722046,0.003078344976529479
90,0.8284727334976196,0.003067244775593281
91,0.829064130783081,0.003047964768484235
92,0.8294575214385986,0.003039160743355751
93,0.8294631242752075,0.003035986330360174
94,0.8299306035041809,0.003016939852386713
95,0.8300714492797852,0.0030032480135560036
96,0.8307548761367798,0.002985910279676318
97,0.8310648798942566,0.0029768666718155146
98,0.8311211466789246,0.0029805738013237715
99,0.8314569592475891,0.002962815808132291
100,0.8316888213157654,0.002953622257336974
101,0.8318027257919312,0.0029450152069330215
102,0.8324165344238281,0.002927119145169854
103,0.8325852155685425,0.0029155288357287645
104,0.8330100774765015,0.0029037382919341326
105,0.833254873752594,0.002894521225243807
106,0.8334877490997314,0.0028877968434244394
107,0.8339047431945801,0.002883369103074074
108,0.8341526985168457,0.0028665405698120594
109,0.8346168994903564,0.00285659939981997
110,0.8346230387687683,0.002854294842109084
111,0.8346531391143799,0.0028474668506532907
112,0.8350655436515808,0.0028331412468105555
113,0.8356134295463562,0.00282109878025949
114,0.8357611298561096,0.0028112204745411873
115,0.8359807729721069,0.0028077897150069475
116,0.8358208537101746,0.0028047175146639347
117,0.8363763689994812,0.002785123884677887
118,0.8363645672798157,0.002779595321044326
119,0.8365994095802307,0.0027797382790595293
120,0.8368201851844788,0.002764991484582424
121,0.8372131586074829,0.002759308321401477
122,0.8373520970344543,0.0027535217814147472
123,0.8376564979553223,0.002743886550888419
124,0.8381425738334656,0.0027307039126753807
125,0.8380833864212036,0.0027307888958603144
126,0.8385252952575684,0.0027228244580328465
127,0.8383798003196716,0.0027174672577530146
128,0.8382748365402222,0.0027125959750264883
129,0.8389834761619568,0.0026990927290171385
130,0.8388569951057434,0.0026978456880897284
131,0.8392524719238281,0.0026919213123619556
132,0.8396514654159546,0.00267958315089345
133,0.8395165801048279,0.0026832427829504013
134,0.8398293852806091,0.002665429376065731
135,0.8403282165527344,0.002658714773133397
136,0.8403291702270508,0.002652640687301755
137,0.8401980400085449,0.002651409013196826
138,0.840340793132782,0.0026499489322304726
139,0.8408017754554749,0.002639522310346365
140,0.841141402721405,0.002628881484270096
141,0.8411624431610107,0.002626287518069148
142,0.8412126302719116,0.0026265052147209644
143,0.8413894772529602,0.0026200388092547655
144,0.8414646983146667,0.0026132219936698675
145,0.8415119647979736,0.0026095339562743902
146,0.841911256313324,0.002602039137855172
147,0.842121958732605,0.0025938230101019144
148,0.8423377275466919,0.0025846180506050587
149,0.842538058757782,0.0025793942622840405
150,0.8424869775772095,0.0025809863582253456
151,0.842542290687561,0.0025738482363522053
152,0.8430634140968323,0.0025674691423773766
153,0.8431219458580017,0.0025597731582820415
154,0.8430966138839722,0.0025609463918954134
155,0.8431189060211182,0.0025545728858560324
156,0.8435845971107483,0.002545255236327648
157,0.8436822295188904,0.002541413763538003
158,0.8439779281616211,0.002533259801566601
159,0.8438507318496704,0.0025324299931526184
160,0.8440470099449158,0.002530194353312254
161,0.8439720273017883,0.00252344598993659
162,0.8442943692207336,0.002519875066354871
163,0.8441464900970459,0.0025182112585753202
164,0.8446841835975647,0.002512548817321658
165,0.8442422151565552,0.0025150200817734003
166,0.844865083694458,0.002504322212189436
167,0.8448135256767273,0.0024973847903311253
168,0.8449621200561523,0.0024943219032138586
169,0.8452702164649963,0.002490642946213484
170,0.8450253009796143,0.0024935565888881683
171,0.8453872203826904,0.002482255222275853
172,0.8455045223236084,0.002480514580383897
173,0.8454341888427734,0.0024804016575217247
174,0.8457622528076172,0.0024678735062479973
175,0.8456643223762512,0.002474777400493622
176,0.8458853363990784,0.002465666038915515
177,0.8463639616966248,0.0024542883038520813
178,0.8461953401565552,0.0024570301175117493
179,0.8465134501457214,0.00244895089417696
180,0.8461621403694153,0.0024538508150726557
181,0.8466889262199402,0.002444487065076828
182,0.8467954993247986,0.002437545685097575
183,0.8466924428939819,0.002437323099002242
184,0.8469481468200684,0.002438915893435478
185,0.8466691970825195,0.0024376397486776114
186,0.8469070196151733,0.0024292548187077045
187,0.8468844890594482,0.002427884843200445
188,0.8473472595214844,0.0024174328427761793
189,0.8475244641304016,0.002416705247014761
190,0.8474095463752747,0.0024167264346033335
191,0.8475645780563354,0.0024114977568387985
192,0.8478462100028992,0.002408270724117756
193,0.8476917147636414,0.0024064285680651665
194,0.8477725982666016,0.002403935417532921
195,0.8476406335830688,0.002402090933173895
196,0.8481120467185974,0.002397028496488929
197,0.8482372164726257,0.002388991881161928
198,0.8481888771057129,0.0023898666258901358
199,0.8484019637107849,0.0023863851092755795
200,0.8482370376586914,0.002389167435467243
201,0.8483320474624634,0.0023839378263801336
202,0.8486670851707458,0.0023781636264175177
203,0.8489097952842712,0.0023743717465549707
204,0.848755419254303,0.0023724616039544344
205,0.8487460017204285,0.0023679272271692753
206,0.8490349054336548,0.002363362815231085
207,0.8489285707473755,0.002365570981055498
208,0.8492130041122437,0.002360818674787879
209,0.849120557308197,0.00236307829618454
210,0.8493814468383789,0.00235387054271996
211,0.8494101166725159,0.0023545962758362293
212,0.8494452834129333,0.0023476541973650455
213,0.8497059345245361,0.0023424469400197268
214,0.8495995402336121,0.002342487219721079
215,0.8497406244277954,0.0023451917804777622
216,0.8496227860450745,0.002340947277843952
217,0.849753737449646,0.002338506281375885
218,0.8498141169548035,0.0023377982433885336
219,0.850062370300293,0.0023289532400667667
220,0.8501667976379395,0.0023246188648045063
221,0.8501120805740356,0.0023281509056687355
222,0.8502147197723389,0.002327217487618327
223,0.8504884839057922,0.0023162912111729383
224,0.8505165576934814,0.0023161761928349733
225,0.8504787087440491,0.0023194048553705215
226,0.8505558967590332,0.0023138700053095818
227,0.8507784605026245,0.002310444600880146
228,0.8507084846496582,0.0023067921865731478
229,0.8510230183601379,0.0023064096458256245
230,0.8506596088409424,0.00231047417037189
231,0.8511165380477905,0.0022990810684859753
232,0.8508334755897522,0.0023005721159279346
233,0.8509336113929749,0.002300071995705366
234,0.8508605360984802,0.002296474762260914
235,0.8512558937072754,0.00229068985208869
236,0.8511286973953247,0.0022944218944758177
237,0.8515667915344238,0.0022862881887704134
238,0.8517484068870544,0.0022791018709540367
239,0.8516556024551392,0.002284394344314933
240,0.851718008518219,0.0022811891976743937
241,0.851588249206543,0.0022796024568378925
242,0.8515512943267822,0.002279384294524789
243,0.8516628742218018,0.002276219427585602
245,0.8520815372467041,0.002266922499984503
246,0.8519478440284729,0.002270929515361786
247,0.8520200848579407,0.0022655995562672615
248,0.8522497415542603,0.0022616195492446423
249,0.8521866798400879,0.002262030029669404
